pc,cn,hi,gi,year_range,label
6,51,3,6,6,1
1,11,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
13,28,2,2,24,1
164,3057,28,28,38,0
1,1,1,1,1,1
13,4,1,1,6,1
6,1,1,1,2,1
14,40,4,4,5,1
37,148,7,7,23,0
116,758,16,16,29,0
74,173,5,5,26,0
15,38,3,3,7,1
2,0,0,0,2,1
4,21,2,4,7,1
9,6,2,2,8,1
3,1,1,1,2,1
2,1,1,1,2,1
4,1,1,1,5,1
15,549,7,15,15,1
1,1,1,1,1,1
1,2,1,1,1,1
2,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
8,448,6,8,4,1
7,18,2,2,5,1
4,0,0,0,1,1
6,32,3,5,5,1
6,3,1,1,10,1
2,1,1,1,1,1
19,15,2,2,9,1
1,0,0,0,1,1
9,33,3,3,9,1
2,2,1,1,1,1
1,0,0,0,1,1
49,336,8,8,13,0
58,142,6,6,29,0
1,0,0,0,1,1
14,17,2,2,6,1
53,179,7,7,23,0
68,133,6,6,14,0
1,2,1,1,1,1
3,11,2,3,6,1
37,136,5,5,13,0
2,1,1,1,3,1
12,60,3,5,13,1
1,0,0,0,1,1
8,82,3,8,13,1
1,5,1,1,1,1
8,73,4,8,8,1
2,0,0,0,1,1
24,324,9,13,11,0
1,5,1,1,1,1
4,31,2,4,2,1
3,381,0,3,2,1
12,67,3,5,8,1
1,0,0,0,1,1
70,5262,26,70,24,0
6,17,3,3,4,1
148,1216,16,16,28,0
1,0,0,0,1,1
1,1,1,1,1,1
6,26,3,4,4,1
1,0,0,0,1,1
8,224,2,8,10,1
4,24,3,4,2,1
1,3,1,1,1,1
5,5,2,2,6,1
14,52,5,5,12,1
1,0,0,0,1,1
1,0,0,0,1,1
34,185,9,9,10,0
6,167,5,6,14,1
1,0,0,0,1,1
201,3482,23,23,35,0
2,4,0,2,1,1
1,3,1,1,1,1
5,1,1,1,6,1
12,16,3,3,10,1
1,0,0,0,1,1
13,9,2,2,2,1
2,1,1,1,2,1
1,0,0,0,1,1
1,7,1,1,1,1
13,44,3,3,17,1
1,0,0,0,1,1
2,3,1,1,2,1
1,1,1,1,1,1
1,0,0,0,1,1
1,7,1,1,1,1
2,1,1,1,1,1
1,0,0,0,1,1
2,4,1,2,3,1
1,0,0,0,1,1
11,11,2,2,3,1
1,2,1,1,1,1
1,0,0,0,1,1
8,177,6,8,10,1
7,6,2,2,13,1
3,5,1,1,5,1
36,134,6,6,9,0
78,345,9,9,11,0
13,75,5,5,10,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
9,16,2,2,7,1
14,19,2,2,2,1
3,6,1,2,3,1
70,314,8,8,24,0
46,76,5,5,19,0
3,0,0,0,2,1
8,17,3,3,9,1
4,2,1,1,3,1
8,13,2,2,5,1
3,0,0,0,2,1
1,0,0,0,1,1
62,202,8,8,13,0
1,0,0,0,1,1
10,28,3,3,14,1
1,0,0,0,1,1
1,0,0,0,1,1
2,29,1,2,3,1
37,238,7,7,21,0
3,1,1,1,3,1
4,1,1,1,3,1
32,184,9,9,10,0
2,0,0,0,3,1
1,2,1,1,1,1
3,0,0,0,3,1
2,15,1,2,1,1
2,124,0,2,3,1
4,4,2,2,6,1
4,2,1,1,2,1
34,118,6,6,12,0
1,2,1,1,1,1
15,51,4,4,19,1
30,261,8,8,12,0
4,3,1,1,3,1
31,202,6,6,10,0
13,3,1,1,7,1
2,3,1,1,3,1
5,3,1,1,6,1
19,218,8,11,10,1
1,0,0,0,1,1
1,9,1,1,1,1
1,0,0,0,1,1
4,1,1,1,5,1
37,106,5,5,10,0
4,2,1,1,3,1
2,18,0,2,4,1
1,0,0,0,1,1
1,0,0,0,1,1
7,18,3,3,5,1
17,23,3,3,18,1
1,1,1,1,1,1
15,101,7,7,18,1
31,113,6,6,10,0
7,32,3,4,5,1
15,157,4,10,20,1
2,0,0,0,1,1
1,0,0,0,1,1
2,34,1,2,7,1
7,45,3,6,8,1
20,466,9,20,10,1
57,1030,16,18,14,0
1,0,0,0,1,1
4,2,1,1,1,1
1,1,1,1,1,1
6,7,2,2,3,1
1,0,0,0,1,1
1,0,0,0,1,1
49,351,12,12,28,0
23,272,9,11,18,0
18,26,3,3,8,1
33,74,5,5,10,0
4,3,1,1,1,1
10,15,2,2,19,1
14,45,4,4,8,1
32,108,7,7,27,0
10,9,2,2,10,1
1,12,1,1,1,1
17,317,7,17,33,1
4,3,1,1,2,1
4,10,2,2,5,1
8,10,2,2,3,1
2,0,0,0,2,1
9,3,1,1,7,1
3,45,0,3,3,1
7,15,2,2,7,1
56,218,8,8,14,0
47,184,8,8,19,0
5,7,2,2,4,1
33,214,6,6,22,0
1,0,0,0,1,1
5,126,4,5,6,1
308,3664,25,25,35,0
1,0,0,0,1,1
1,0,0,0,1,1
2,0,0,0,1,1
5,14,1,2,4,1
258,5430,35,35,37,0
6,11,2,2,6,1
46,160,8,8,13,0
16,46,4,4,16,1
1,0,0,0,1,1
1,1,1,1,1,1
47,118,6,6,30,0
1,0,0,0,1,1
4,1,1,1,3,1
3,12,1,3,6,1
68,1079,17,17,28,0
2,4,0,2,2,1
4,14,1,3,6,1
1,3,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
13,24,2,2,6,1
1,4,1,1,1,1
16,18,2,2,11,1
16,231,6,14,13,1
4,0,0,0,2,1
1,5,1,1,1,1
43,116,6,6,16,0
1,4,1,1,1,1
2,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
4,9,2,2,4,1
8,12,2,2,6,1
6,19,2,3,8,1
1,0,0,0,1,1
10,44,3,4,8,1
23,90,5,5,14,0
12,30,3,3,7,1
6,8,2,2,4,1
51,399,11,11,15,0
6,127,3,6,6,1
7,64,3,7,8,1
1,0,0,0,1,1
1,0,0,0,1,1
1,5,1,1,1,1
1,1,1,1,1,1
37,120,5,5,17,0
1,0,0,0,1,1
1,1,1,1,1,1
4,5,2,2,2,1
9,70,3,7,21,1
22,95,6,6,10,0
1,4,1,1,1,1
6,56,3,6,6,1
1,0,0,0,1,1
103,3821,25,37,31,0
1,1,1,1,1,1
1,1,1,1,1,1
36,215,7,7,27,0
17,74,5,5,10,1
8,291,7,8,7,1
18,94,6,6,16,1
1,3,1,1,1,1
3,0,0,0,2,1
1,0,0,0,1,1
58,194,8,8,11,0
1,0,0,0,1,1
5,1,1,1,3,1
3,0,0,0,4,1
1,8,1,1,1,1
1,2,1,1,1,1
7,6,1,1,3,1
1,0,0,0,1,1
30,270,9,9,19,0
17,94,5,5,19,1
1,1,1,1,1,1
4,4,1,1,4,1
7,0,0,0,2,1
12,10,2,2,8,1
1,0,0,0,1,1
1,0,0,0,1,1
33,262,8,8,22,0
1,0,0,0,1,1
1,0,0,0,1,1
63,510,12,12,30,0
2,15,0,2,5,1
70,518,12,12,18,0
1,0,0,0,1,1
4,4,1,1,4,1
3,7,2,2,3,1
5,15,3,3,10,1
1,1,1,1,1,1
6,3,1,1,4,1
10,8,2,2,7,1
1,1,1,1,1,1
2,1,1,1,2,1
2,1,1,1,3,1
11,36,4,4,9,1
1,4,1,1,1,1
8,5,1,1,3,1
17,24,3,3,14,1
23,143,6,6,9,0
15,1,1,1,3,1
156,1319,21,21,20,0
32,258,6,8,27,0
6,21,2,3,4,1
2,1,1,1,5,1
5,12,2,2,4,1
2,0,0,0,2,1
1,0,0,0,1,1
57,292,8,8,14,0
1,0,0,0,1,1
1,0,0,0,1,1
2,0,0,0,2,1
7,57,4,7,5,1
1,5,1,1,1,1
2,0,0,0,1,1
1,8,1,1,1,1
13,33,4,4,7,1
1,1,1,1,1,1
17,125,5,7,13,1
1,84,1,1,1,1
1,0,0,0,1,1
7,6,1,1,5,1
3,1,1,1,5,1
1,2,1,1,1,1
3,48,0,3,4,1
1,0,0,0,1,1
53,199,9,9,21,0
1,0,0,0,1,1
1,0,0,0,1,1
37,280,9,9,15,0
135,1515,22,22,14,0
1,0,0,0,1,1
35,145,7,7,15,0
2,5,1,2,2,1
3,7,2,2,2,1
2,0,0,0,1,1
5,2,1,1,8,1
2,3,1,1,2,1
4,5,2,2,7,1
1,0,0,0,1,1
1,33,1,1,1,1
1,2,1,1,1,1
16,47,4,4,11,1
64,1209,15,18,22,0
3,5,2,2,4,1
2,0,0,0,1,1
2,5,1,2,1,1
1,0,0,0,1,1
45,154,6,6,17,0
15,282,8,15,17,1
2,0,0,0,1,1
2,0,0,0,2,1
2,0,0,0,4,1
2,10,0,2,4,1
3,1,1,1,6,1
1,1,1,1,1,1
5,19,2,3,4,1
3,2,1,1,2,1
9,23,2,2,5,1
17,30,3,3,10,1
1,0,0,0,1,1
1,6,1,1,1,1
30,122,8,8,10,0
7,32,3,4,8,1
5,3,1,1,6,1
8,7,2,2,15,1
4,0,0,0,2,1
14,42,5,5,6,1
1,2,1,1,1,1
21,97,5,5,10,0
34,47,3,3,18,0
4,2,1,1,2,1
13,40,3,3,9,1
10,149,5,10,16,1
2,0,0,0,1,1
1,7,1,1,1,1
1,0,0,0,1,1
1,30,1,1,1,1
1,0,0,0,1,1
2,5,1,2,1,1
2,8,0,2,3,1
23,62,5,5,15,0
4,17,2,4,4,1
12,12,2,2,7,1
30,442,13,14,14,0
1,2,1,1,1,1
9,45,3,5,8,1
8,4,1,1,8,1
3,34,2,3,5,1
1,0,0,0,1,1
3,1,1,1,2,1
1,0,0,0,1,1
1,0,0,0,1,1
11,28,4,4,7,1
2,0,0,0,1,1
2,4,1,2,1,1
1,0,0,0,1,1
7,20,3,3,8,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
16,1193,10,16,11,1
2,0,0,0,1,1
8,0,0,0,9,1
25,417,10,16,15,0
13,32,4,4,15,1
5,5,1,1,2,1
1,0,0,0,1,1
1,0,0,0,1,1
11,46,4,4,21,1
3,3,1,1,4,1
3,3,1,1,8,1
1,6,1,1,1,1
4,1,1,1,2,1
3,10,2,3,1,1
17,27,3,3,7,1
1,0,0,0,1,1
6,66,3,6,7,1
36,3108,12,36,13,0
56,720,15,15,16,0
9,41,4,4,4,1
8,32,3,4,6,1
3,1,1,1,1,1
2,1,1,1,2,1
7,6,2,2,5,1
3,0,0,0,5,1
5,1,1,1,6,1
12,110,5,9,14,1
7,9,2,2,5,1
1,3,1,1,1,1
1,1,1,1,1,1
1,0,0,0,1,1
6,1,1,1,6,1
1,2,1,1,1,1
3,5,1,1,1,1
188,432,9,9,23,0
2,10,0,2,10,1
2,1,1,1,1,1
5,0,0,0,8,1
1,1,1,1,1,1
90,503,12,12,21,0
1,0,0,0,1,1
36,124,6,6,14,0
11,61,4,5,13,1
1,0,0,0,1,1
6,52,3,6,4,1
84,144,6,6,14,0
60,150,7,7,19,0
2,10,0,2,1,1
1,0,0,0,1,1
13,47,5,5,21,1
8,264,5,8,13,1
1,0,0,0,1,1
7,44,4,6,3,1
8,79,4,8,9,1
1,3,1,1,1,1
5,40,4,5,3,1
2,11,0,2,2,1
8,87,5,8,6,1
11,3,1,1,9,1
18,83,7,7,6,1
10,30,3,3,13,1
82,1107,16,16,33,0
5,29,4,5,6,1
2,3,1,1,1,1
6,2,1,1,4,1
1,0,0,0,1,1
16,40,3,3,7,1
3,0,0,0,3,1
1,0,0,0,1,1
11,19,3,3,6,1
9,10,2,2,4,1
23,41,3,3,12,0
4,47,3,4,2,1
19,41,3,3,19,1
109,716,14,14,24,0
1,3,1,1,1,1
15,22,3,3,9,1
1,4,1,1,1,1
1,1,1,1,1,1
1,0,0,0,1,1
1,2,1,1,1,1
3,2,1,1,2,1
41,188,7,7,10,0
5,3,1,1,3,1
9,3,1,1,5,1
60,173,7,7,24,0
12,49,4,4,14,1
18,18,3,3,6,1
65,282,8,8,22,0
2,0,0,0,2,1
2,85,0,2,1,1
60,214,8,8,24,0
2,3,1,1,1,1
5,132,3,5,3,1
3,0,0,0,6,1
1,0,0,0,1,1
22,106,6,6,12,0
1,1,1,1,1,1
12,319,8,12,6,1
6,10,2,2,5,1
12,4,1,1,7,1
2,1,1,1,2,1
11,7,1,1,21,1
1,0,0,0,1,1
2,0,0,0,1,1
4,8,2,2,5,1
59,528,11,11,32,0
1,34,1,1,1,1
3,55,2,3,3,1
11,23,3,3,13,1
12,356,7,12,9,1
7,15,2,2,4,1
1,0,0,0,1,1
52,214,8,8,27,0
1,2,1,1,1,1
1,0,0,0,1,1
9,15,2,2,6,1
41,122,7,7,7,1
46,281,10,10,17,0
4,39,2,4,3,1
1,0,0,0,1,1
5,1,1,1,4,1
4,5,1,1,3,1
7,10,2,2,3,1
1,0,0,0,1,1
4,34,3,4,3,1
3,1,1,1,1,1
3,0,0,0,1,1
1,0,0,0,1,1
81,555,12,12,13,0
44,429,9,9,14,0
2,0,0,0,1,1
15,19,3,3,14,1
7,21,2,3,7,1
40,401,9,10,13,0
7,25,4,4,5,1
2,1,1,1,3,1
1,0,0,0,1,1
7,20,3,3,3,1
4,1,1,1,3,1
1,1,1,1,1,1
70,904,14,14,14,0
2,96,0,2,4,1
230,1884,20,20,24,0
12,34,2,2,8,1
6,6,2,2,7,1
142,797,14,14,27,0
5,6,2,2,6,1
20,278,8,13,17,1
2,0,0,0,3,1
3,6,1,2,4,1
171,1575,14,14,27,0
3,4,1,1,4,1
6,7,2,2,4,1
1,0,0,0,1,1
44,646,13,14,24,0
3,7,2,2,13,1
2,0,0,0,1,1
2,3,1,1,2,1
9,280,5,9,5,1
6,0,0,0,2,1
15,14,3,3,8,1
5,6,2,2,2,1
2,3,1,1,2,1
6,8,2,2,5,1
1,0,0,0,1,1
4,8,2,2,3,1
14,11,2,2,8,1
1,0,0,0,1,1
3,2,1,1,1,1
2,61,0,2,2,1
39,95,6,6,26,0
1,2,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
2,0,0,0,2,1
23,21,3,3,8,1
7,1,1,1,5,1
10,11,2,2,6,1
27,178,4,6,9,0
1,3,1,1,1,1
1,1,1,1,1,1
12,48,3,4,11,1
1,1,1,1,1,1
13,183,4,13,10,1
15,11,2,2,13,1
2,7,0,2,2,1
4,6,1,1,8,1
63,880,14,14,11,0
16,16,2,2,16,1
1,3,1,1,1,1
12,15,3,3,4,1
56,119,6,6,5,1
7,3,1,1,7,1
3,12,1,3,7,1
2,8,1,2,2,1
9,12,2,2,6,1
2,50,0,2,1,1
12,20,3,3,9,1
27,91,6,6,9,0
1,0,0,0,1,1
35,290,9,9,18,0
2,1,1,1,8,1
11,44,4,4,9,1
20,159,6,7,14,1
30,60,5,5,9,0
31,190,7,7,11,0
2,2,1,1,6,1
3,60,0,3,3,1
7,4,1,1,4,1
5,0,0,0,5,1
1,1,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
126,3043,24,24,23,0
2,0,0,0,1,1
18,27,3,3,12,1
12,18,3,3,5,1
64,264,9,9,25,0
1,0,0,0,1,1
16,95,6,6,17,1
5,5,2,2,5,1
87,84,4,4,14,0
2,0,0,0,6,1
28,32,4,4,13,0
1,2,1,1,1,1
29,54,3,3,18,0
38,145,6,6,14,0
2,120,0,2,1,1
9,64,4,7,5,1
1,0,0,0,1,1
15,86,5,5,17,1
44,2575,22,44,19,0
1,0,0,0,1,1
1,1,1,1,1,1
2,1,1,1,2,1
2,5,0,2,1,1
3,0,0,0,1,1
4,12,2,3,2,1
71,1598,14,22,20,0
41,74,5,5,14,0
1,0,0,0,1,1
1,2,1,1,1,1
26,178,6,6,6,1
2,0,0,0,2,1
1,1,1,1,1,1
2,0,0,0,1,1
15,30,3,3,14,1
106,749,15,15,35,0
1,6,1,1,1,1
8,19,2,2,5,1
2,2,1,1,1,1
4,7,1,1,4,1
5,195,3,5,5,1
3,11,1,3,6,1
3,4,2,2,4,1
6,7,1,1,5,1
8,235,5,8,8,1
1,93,1,1,1,1
3,2,1,1,8,1
3,22,2,3,2,1
4,3,1,1,5,1
2,1,1,1,2,1
58,708,11,12,32,0
1,0,0,0,1,1
21,126,7,7,16,0
6,87,2,6,13,1
6,18,2,3,3,1
8,0,0,0,15,1
2,1,1,1,2,1
12,19,3,3,24,1
2,0,0,0,1,1
14,64,5,5,12,1
6,51,3,6,11,1
26,25,3,3,21,0
1,0,0,0,1,1
6,34,3,5,16,1
1,0,0,0,1,1
22,53,3,3,11,0
5,0,0,0,6,1
3,0,0,0,1,1
1,1,1,1,1,1
1,1,1,1,1,1
2,23,0,2,2,1
2,1,1,1,2,1
2,13,0,2,1,1
62,818,14,14,33,0
1,20,1,1,1,1
4,61,3,4,5,1
1,9,1,1,1,1
7,3,1,1,6,1
2,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
3,3,1,1,4,1
12,10,1,1,15,1
1,0,0,0,1,1
1,0,0,0,1,1
37,272,10,10,13,0
1,14,1,1,1,1
14,108,4,7,11,1
6,12,3,3,4,1
10,8,1,1,2,1
2,4,1,2,3,1
23,71,5,5,16,0
1,0,0,0,1,1
1,0,0,0,1,1
3,2,1,1,4,1
78,602,14,14,12,0
1,0,0,0,1,1
1,1,1,1,1,1
34,190,7,7,35,0
1,3,1,1,1,1
1,1,1,1,1,1
8,33,3,4,7,1
1,1,1,1,1,1
48,409,10,10,20,0
4,1,1,1,13,1
6,25,3,4,9,1
9,10,2,2,9,1
7,1,1,1,9,1
1,0,0,0,1,1
4,0,0,0,2,1
6,172,5,6,4,1
6,2,1,1,9,1
7,6,1,1,4,1
3,5,1,1,4,1
44,930,13,21,17,0
1,0,0,0,1,1
37,27,4,4,24,0
34,69,6,6,22,0
1,8,1,1,1,1
1,0,0,0,1,1
1,2,1,1,1,1
8,6,2,2,3,1
27,47,3,3,10,0
4,26,2,4,5,1
1,0,0,0,1,1
5,16,2,3,6,1
17,101,6,6,20,1
12,42,4,4,10,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
4,0,0,0,2,1
9,4,1,1,10,1
5,1,1,1,5,1
111,384,8,8,24,0
1,0,0,0,1,1
1,0,0,0,1,1
44,227,7,7,15,0
18,618,9,18,14,1
85,294,7,7,27,0
9,2,1,1,3,1
1,0,0,0,1,1
11,95,4,8,7,1
6,231,4,6,10,1
10,13,2,2,12,1
18,4,1,1,8,1
61,2657,19,43,23,0
31,68,4,4,22,0
46,879,10,19,20,0
4,4,1,1,4,1
10,37,3,3,4,1
7,18,3,3,3,1
1,2,1,1,1,1
2,0,0,0,3,1
34,223,7,7,10,0
52,265,9,9,18,0
1,0,0,0,1,1
13,37,4,4,7,1
15,54,5,5,13,1
7,65,5,7,7,1
1,0,0,0,1,1
24,174,8,8,7,1
45,212,10,10,12,0
1,0,0,0,1,1
62,66,3,3,8,1
19,443,9,19,12,1
2,0,0,0,1,1
15,113,5,7,14,1
4,1,1,1,2,1
4,23,3,4,2,1
23,81,6,6,21,0
18,121,6,6,6,1
2,0,0,0,2,1
2,0,0,0,2,1
1,0,0,0,1,1
2,1,1,1,2,1
8,37,3,4,11,1
2,44,1,2,1,1
253,2810,19,19,28,0
4,4,1,1,15,1
18,137,6,7,10,1
1,1,1,1,1,1
21,80,6,6,12,0
1,0,0,0,1,1
4,1,1,1,2,1
2,2,1,1,4,1
1,0,0,0,1,1
3,4,1,1,2,1
4,14,2,3,4,1
2,1,1,1,1,1
1,0,0,0,1,1
49,446,10,10,15,0
7,76,4,7,4,1
2,0,0,0,1,1
1,1,1,1,1,1
15,110,7,7,14,1
1,1,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
17,20,3,3,21,1
118,1357,18,18,22,0
25,65,4,4,11,0
18,42,4,4,10,1
1,0,0,0,1,1
10,10,2,2,5,1
57,141,6,6,14,0
3,4,1,1,2,1
1,11,1,1,1,1
8,5,1,1,12,1
5,3,1,1,3,1
1,0,0,0,1,1
3,8,1,2,3,1
1,1,1,1,1,1
3,2,1,1,7,1
1,0,0,0,1,1
7,50,4,7,3,1
1,1,1,1,1,1
10,25,3,3,6,1
3,41,0,3,4,1
2,2,1,1,1,1
7,18,3,3,8,1
4,12,2,3,5,1
3,2,1,1,2,1
36,54,4,4,10,0
1,2,1,1,1,1
14,31,3,3,7,1
7,2,1,1,2,1
1,0,0,0,1,1
1,0,0,0,1,1
1,2,1,1,1,1
1,0,0,0,1,1
15,638,8,15,15,1
30,39,4,4,10,0
3,1,1,1,2,1
6,10,2,2,8,1
34,23,2,2,15,0
5,52,3,5,7,1
22,238,7,10,7,1
3,0,0,0,3,1
1,6,1,1,1,1
7,0,0,0,11,1
7,9,2,2,6,1
16,4,1,1,23,1
7,22,2,3,4,1
20,265,8,13,27,1
1,0,0,0,1,1
4,8,1,2,2,1
69,2059,20,29,23,0
11,8,2,2,8,1
15,21,3,3,26,1
3,8,2,2,1,1
2,69,0,2,2,1
3,3,1,1,6,1
1,0,0,0,1,1
7,27,4,4,5,1
4,6,1,1,6,1
173,1645,22,22,39,0
141,315,9,9,28,0
5,0,0,0,8,1
18,25,3,3,12,1
1,0,0,0,1,1
20,100,5,5,5,1
8,48,3,6,4,1
1,0,0,0,1,1
17,45,4,4,9,1
3,0,0,0,3,1
135,1814,20,20,35,0
72,213,7,7,20,0
14,30,3,3,4,1
7,20,2,2,10,1
5,12,3,3,4,1
2,24,1,2,3,1
1,17,1,1,1,1
7,34,4,4,4,1
2,0,0,0,1,1
21,156,6,7,9,0
1,2,1,1,1,1
4,0,0,0,5,1
5,3,1,1,3,1
56,79,5,5,13,0
6,16,2,2,3,1
2,1,1,1,1,1
31,28,3,3,25,0
21,74,5,5,11,0
1,0,0,0,1,1
10,30,3,3,4,1
6,16,2,2,8,1
18,31,3,3,9,1
3,1,1,1,2,1
2,37,0,2,2,1
3,14,2,3,1,1
6,7,2,2,3,1
6,6,2,2,5,1
2,0,0,0,2,1
13,43,3,3,36,1
4,34,2,4,5,1
53,1076,11,20,42,0
17,85,4,5,13,1
1,0,0,0,1,1
1,5,1,1,1,1
30,191,7,7,15,0
1,93,1,1,1,1
2,0,0,0,2,1
1,1,1,1,1,1
60,393,12,12,22,0
3,3,1,1,3,1
1,0,0,0,1,1
12,72,6,6,16,1
8,8,2,2,19,1
48,410,10,10,21,0
77,122,5,5,26,0
11,157,4,11,13,1
1,0,0,0,1,1
108,1310,17,17,25,0
31,294,9,9,10,0
1,0,0,0,1,1
8,29,3,3,4,1
1,12,1,1,1,1
1,10,1,1,1,1
9,18,2,2,11,1
2,2,1,1,1,1
1,0,0,0,1,1
3,0,0,0,4,1
7,64,2,7,4,1
13,14,2,2,9,1
50,279,9,9,11,0
38,48,3,3,10,0
35,212,7,7,13,0
8,12,2,2,12,1
17,34,3,3,12,1
22,137,7,7,22,0
2,0,0,0,1,1
1,0,0,0,1,1
4,11,2,2,7,1
20,554,11,20,10,1
3,4,1,1,1,1
11,10,2,2,5,1
42,454,8,10,14,0
47,270,8,8,14,0
1,32,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
29,64,5,5,16,0
69,411,8,8,18,0
8,8,1,1,9,1
7,11,2,2,12,1
1,2,1,1,1,1
3,2,1,1,2,1
1,1,1,1,1,1
2,11,0,2,2,1
59,210,8,8,14,0
9,25,3,3,14,1
8,3,1,1,4,1
1,0,0,0,1,1
1,1,1,1,1,1
28,105,7,7,15,0
65,229,8,8,24,0
2,0,0,0,2,1
1,0,0,0,1,1
1,0,0,0,1,1
15,17,2,2,9,1
1,0,0,0,1,1
2,3,1,1,1,1
75,341,9,9,20,0
1,3,1,1,1,1
11,5,1,1,7,1
153,504,10,10,24,0
8,11,2,2,4,1
6,43,2,6,4,1
3,0,0,0,2,1
24,268,7,11,28,0
1,3,1,1,1,1
91,357,10,10,12,0
15,49,3,3,11,1
12,9,1,1,5,1
21,35,3,3,15,0
8,11,2,2,8,1
37,131,6,6,9,0
4,3,1,1,4,1
11,22,3,3,11,1
3,5,1,1,5,1
8,23,2,2,8,1
6,1,1,1,2,1
11,28,2,2,14,1
1,0,0,0,1,1
1,1,1,1,1,1
53,283,7,7,13,0
3,20,1,3,4,1
2,2,1,1,4,1
7,16,3,3,4,1
18,12,2,2,14,1
5,18,2,3,5,1
1,0,0,0,1,1
2,1,1,1,2,1
2,0,0,0,1,1
2,8,0,2,1,1
2,2,1,1,3,1
5,2,1,1,2,1
37,963,15,26,8,1
11,36,4,4,5,1
1,0,0,0,1,1
8,79,4,8,6,1
1,0,0,0,1,1
4,11,2,2,4,1
21,60,3,3,10,0
1,0,0,0,1,1
1,0,0,0,1,1
34,119,7,7,13,0
2,0,0,0,2,1
1,0,0,0,1,1
26,33,4,4,14,0
1,0,0,0,1,1
1,2,1,1,1,1
23,242,7,10,16,0
34,329,10,10,12,0
1,0,0,0,1,1
5,72,4,5,3,1
49,238,8,8,30,0
9,22,2,2,9,1
16,44,2,2,11,1
2,0,0,0,3,1
9,20,2,2,7,1
2,5,1,2,2,1
1,0,0,0,1,1
4,5,1,1,4,1
1,0,0,0,1,1
1,2,1,1,1,1
8,77,4,8,9,1
3,0,0,0,2,1
1,0,0,0,1,1
1,0,0,0,1,1
30,416,12,13,10,0
75,490,14,14,26,0
4,5,2,2,3,1
16,22,3,3,7,1
49,158,8,8,12,0
20,64,6,6,8,1
3,0,0,0,3,1
23,161,6,7,11,0
22,6,1,1,24,0
1,0,0,0,1,1
37,95,5,5,32,0
2,1,1,1,1,1
2,0,0,0,1,1
3,31,1,3,2,1
1,0,0,0,1,1
3,42,0,3,2,1
16,125,5,7,12,1
5,50,3,5,5,1
5,6,2,2,4,1
13,135,5,10,14,1
48,456,12,12,19,0
2,0,0,0,1,1
5,22,2,4,6,1
1,0,0,0,1,1
4,3,1,1,4,1
34,116,6,6,22,0
18,68,5,5,12,1
2,3,1,1,2,1
7,174,4,7,6,1
1,1,1,1,1,1
5,23,3,4,3,1
10,8,2,2,12,1
1,1,1,1,1,1
10,82,3,8,6,1
5,22,2,4,7,1
70,92,6,6,28,0
17,160,5,9,14,1
5,6,2,2,2,1
8,19,3,3,4,1
42,108,5,5,8,1
1,6,1,1,1,1
34,203,7,7,14,0
1,0,0,0,1,1
32,94,5,5,12,0
16,52,5,5,12,1
2,0,0,0,2,1
53,756,16,16,22,0
1,0,0,0,1,1
29,104,5,5,15,0
9,4,1,1,4,1
1,0,0,0,1,1
16,68,5,5,10,1
1,0,0,0,1,1
5,23,2,4,4,1
1,0,0,0,1,1
7,16,2,2,4,1
8,46,3,5,9,1
59,306,11,11,23,0
5,95,3,5,5,1
1,0,0,0,1,1
19,23,2,2,23,1
1,0,0,0,1,1
10,98,5,9,10,1
4,23,2,4,6,1
7,4,1,1,8,1
1,2,1,1,1,1
5,5,1,1,5,1
75,214,9,9,13,0
19,131,7,7,10,1
1,0,0,0,1,1
21,161,5,7,11,0
60,1068,14,17,20,0
5,4,1,1,5,1
4,34,3,4,5,1
1,5,1,1,1,1
5,1926,4,5,6,1
1,0,0,0,1,1
1,0,0,0,1,1
4,5,2,2,3,1
6,8,1,1,3,1
4,8,2,2,5,1
1,0,0,0,1,1
37,240,8,8,10,0
1,7,1,1,1,1
1,2,1,1,1,1
1,1,1,1,1,1
4,53,1,4,5,1
6,9,2,2,4,1
1,0,0,0,1,1
3,122,2,3,3,1
20,80,5,5,6,1
49,224,8,8,14,0
39,57,3,3,15,0
8,0,0,0,5,1
69,285,8,8,20,0
1,5,1,1,1,1
1,0,0,0,1,1
5,2,1,1,4,1
1,0,0,0,1,1
100,538,13,13,18,0
18,55,4,4,9,1
1,0,0,0,1,1
1,0,0,0,1,1
69,613,10,10,19,0
1,1,1,1,1,1
1,0,0,0,1,1
3,0,0,0,1,1
11,21,3,3,5,1
1,0,0,0,1,1
1,3,1,1,1,1
11,178,7,11,5,1
2,1,1,1,1,1
1,3,1,1,1,1
2,1,1,1,1,1
31,50,4,4,9,0
