pc,cn,hi,gi,year_range,label
9,5,2,2,2,1
1,0,0,0,1,1
1,0,0,0,1,1
3,0,0,0,1,1
24,387,11,16,17,0
3,0,0,0,2,1
44,354,9,9,17,0
88,264,8,8,15,0
1,0,0,0,1,1
84,546,10,10,34,0
5,2,1,1,9,1
1,0,0,0,1,1
1,321,1,1,1,1
2,30,1,2,3,1
11,28,3,3,9,1
1,0,0,0,1,1
24,58,4,4,13,0
1,0,0,0,1,1
39,33,3,3,25,0
2,77,0,2,2,1
2,1,1,1,1,1
2,6,1,2,1,1
16,67,5,5,9,1
2,2,1,1,2,1
1,0,0,0,1,1
1,0,0,0,1,1
40,265,7,7,14,0
2,3,1,1,1,1
1,0,0,0,1,1
53,357,10,10,14,0
14,32,3,3,10,1
1,0,0,0,1,1
2,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
5,12,2,2,3,1
28,495,11,17,26,0
4,2,1,1,3,1
15,47,4,4,10,1
2,1,1,1,2,1
23,79,4,4,12,0
1,0,0,0,1,1
5,162,3,5,9,1
1,4,1,1,1,1
1,0,0,0,1,1
7,22,3,3,5,1
4,3,1,1,3,1
2,4,1,2,1,1
9,5,1,1,22,1
9,144,6,9,11,1
4,58,0,4,5,1
1,6,1,1,1,1
6,7,2,2,7,1
81,531,13,13,30,0
6,11,2,2,4,1
2,0,0,0,2,1
8,1,1,1,15,1
6,54,3,6,8,1
3,0,0,0,2,1
49,275,9,9,13,0
15,64,5,5,14,1
26,73,4,4,9,0
19,156,8,8,6,1
1,0,0,0,1,1
7,12,1,1,7,1
18,28,3,3,7,1
20,378,8,18,9,1
1,0,0,0,1,1
2,3,1,1,2,1
29,135,6,6,20,0
19,158,8,8,9,1
35,99,5,5,20,0
1,2,1,1,1,1
14,1128,11,14,9,1
11,31,3,3,10,1
27,35,3,3,8,1
77,268,8,8,13,0
19,158,8,8,15,1
1,0,0,0,1,1
15,41,3,3,7,1
22,66,6,6,17,0
2,12,0,2,1,1
2,1,1,1,9,1
2,0,0,0,4,1
67,703,13,13,17,0
1,0,0,0,1,1
13,41,2,3,18,1
9,24,3,3,5,1
59,488,13,13,19,0
1,2,1,1,1,1
9,0,0,0,5,1
9,115,4,9,9,1
1,0,0,0,1,1
1,0,0,0,1,1
2,0,0,0,1,1
26,59,5,5,9,0
44,17,3,3,12,0
75,574,13,13,19,0
8,5,1,1,7,1
63,1738,21,27,19,0
4,29,2,4,4,1
1,0,0,0,1,1
44,208,8,8,15,0
46,293,11,11,20,0
18,81,6,6,3,1
1,0,0,0,1,1
12,154,3,12,10,1
32,185,7,7,18,0
1,0,0,0,1,1
28,100,7,7,14,0
24,12,2,2,23,0
25,23,2,2,9,0
17,82,5,5,18,1
1,0,0,0,1,1
86,1355,20,20,17,0
7,27,3,3,3,1
32,316,7,9,22,0
1,0,0,0,1,1
1,31,1,1,1,1
16,36,3,3,9,1
82,185,7,7,15,0
101,56,3,3,10,0
32,165,7,7,22,0
10,42,4,4,9,1
43,469,11,11,19,0
179,797,14,14,35,0
1,0,0,0,1,1
5,25,2,5,6,1
2,19,0,2,1,1
27,642,11,23,11,0
1,39,1,1,1,1
2,0,0,0,2,1
2,0,0,0,1,1
2,0,0,0,2,1
7,56,4,7,7,1
1,0,0,0,1,1
9,4,1,1,17,1
1,21,1,1,1,1
8,18,3,3,6,1
11,57,3,5,10,1
1,0,0,0,1,1
35,360,7,10,23,0
1,0,0,0,1,1
2,1,1,1,3,1
2,1,1,1,4,1
1,0,0,0,1,1
2,2,1,1,2,1
13,25,3,3,13,1
11,14,1,1,8,1
2,8,1,2,1,1
10,63,4,6,21,1
93,455,12,12,20,0
45,328,10,10,10,0
12,22,3,3,5,1
1,1,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
27,47,4,4,16,0
2,0,0,0,2,1
36,112,6,6,10,0
37,76,4,4,20,0
3,13,2,3,2,1
3,1,1,1,2,1
7,63,3,7,2,1
3,4,1,1,5,1
1,0,0,0,1,1
43,105,5,5,21,0
14,66,5,5,8,1
2,4,1,2,2,1
1,1,1,1,1,1
1,1,1,1,1,1
1,0,0,0,1,1
9,51,4,5,5,1
13,20,3,3,8,1
24,127,6,6,10,0
13,120,6,9,7,1
1,0,0,0,1,1
1,0,0,0,1,1
16,12,2,2,9,1
46,971,14,21,13,0
6,23,3,3,8,1
1,2,1,1,1,1
1,0,0,0,1,1
29,230,5,7,25,0
6,7,2,2,10,1
1,37,1,1,1,1
1,0,0,0,1,1
3,3,1,1,2,1
1,0,0,0,1,1
144,585,12,12,30,0
2,0,0,0,1,1
3,7,2,2,3,1
1,1,1,1,1,1
1,0,0,0,1,1
2,16,1,2,6,1
41,206,7,7,18,0
16,28,4,4,7,1
7,21,3,3,4,1
100,1127,18,18,19,0
3,0,0,0,1,1
36,48,4,4,10,0
41,485,13,13,12,0
45,413,10,10,19,0
3,1,1,1,1,1
2,1,1,1,3,1
1,0,0,0,1,1
7,51,4,7,3,1
1,0,0,0,1,1
31,402,12,12,12,0
1,0,0,0,1,1
3,93,0,3,3,1
46,392,10,10,16,0
31,256,7,8,29,0
25,47,4,4,24,0
8,37,4,4,4,1
7,51,5,7,20,1
3,3,1,1,4,1
2,1,1,1,13,1
2,1,1,1,1,1
15,184,8,12,9,1
64,928,16,16,34,0
19,100,5,5,25,1
1,7,1,1,1,1
6,58,3,6,2,1
1,0,0,0,1,1
11,72,5,6,8,1
15,118,3,7,10,1
1,0,0,0,1,1
167,480,12,12,23,0
2,0,0,0,1,1
1,0,0,0,1,1
23,30,3,3,9,0
2,9,0,2,3,1
15,8,2,2,21,1
1,5,1,1,1,1
1,2,1,1,1,1
23,83,6,6,9,0
3,0,0,0,1,1
1,0,0,0,1,1
12,42,4,4,12,1
21,62,4,4,4,1
71,1449,17,20,20,0
4,0,0,0,4,1
1,0,0,0,1,1
4,5,2,2,4,1
1,0,0,0,1,1
3,36,2,3,3,1
23,52,4,4,17,0
1,0,0,0,1,1
2,14,1,2,2,1
62,162,7,7,28,0
2,11,1,2,4,1
2,1,1,1,2,1
39,75,6,6,26,0
1,0,0,0,1,1
1,0,0,0,1,1
2,17,1,2,1,1
76,1401,13,18,28,0
9,65,5,7,5,1
18,17,3,3,13,1
2,2,1,1,3,1
1,1,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
3,14,1,3,3,1
8,216,7,8,3,1
2,0,0,0,6,1
1,0,0,0,1,1
8,8,2,2,6,1
1,19,1,1,1,1
32,692,8,21,11,0
76,87,4,4,20,0
11,33,4,4,9,1
4,7,2,2,2,1
3,5,1,1,4,1
2,1,1,1,1,1
1,0,0,0,1,1
15,183,7,12,6,1
1,0,0,0,1,1
15,15,3,3,16,1
7,7,1,1,2,1
1,1,1,1,1,1
13,372,8,13,9,1
13,85,5,6,26,1
31,192,9,9,21,0
9,60,4,6,7,1
8,22,2,2,10,1
5,83,3,5,6,1
40,170,6,6,26,0
8,137,4,8,7,1
18,122,7,7,8,1
1,1,1,1,1,1
39,469,12,12,14,0
14,99,7,7,7,1
44,100,6,6,21,0
41,61,5,5,15,0
4,3,1,1,3,1
22,213,6,9,19,0
12,9,2,2,7,1
4,21,3,4,2,1
1,0,0,0,1,1
2,1,1,1,2,1
6,58,4,6,4,1
6,2,1,1,9,1
1,0,0,0,1,1
8,11,2,2,3,1
22,101,6,6,14,0
26,225,7,8,11,0
2,4,1,2,1,1
1,0,0,0,1,1
5,5,1,1,6,1
2,18,1,2,4,1
1,0,0,0,1,1
12,39,4,4,5,1
1,112,1,1,1,1
32,341,5,10,24,0
1,0,0,0,1,1
53,209,8,8,14,0
13,83,4,6,10,1
1,28,1,1,1,1
1,0,0,0,1,1
2,2,1,1,4,1
29,32,3,3,20,0
1,0,0,0,1,1
1,1,1,1,1,1
3,12,1,3,8,1
2,5,1,2,2,1
1,2,1,1,1,1
30,86,5,5,9,0
2,0,0,0,1,1
9,49,4,5,12,1
8,1,1,1,2,1
9,21,2,2,10,1
3,1,1,1,1,1
21,83,5,5,10,0
3,33,0,3,3,1
3,0,0,0,2,1
9,49,4,5,9,1
1,7,1,1,1,1
28,263,9,9,14,0
1,0,0,0,1,1
6,51,3,6,8,1
3,14,2,3,11,1
3,14,2,3,2,1
15,25,4,4,10,1
4,1,1,1,1,1
1,0,0,0,1,1
1,6,1,1,1,1
32,84,6,6,9,0
11,235,10,11,6,1
3,0,0,0,6,1
10,7,2,2,6,1
4,0,0,0,5,1
1,0,0,0,1,1
3,0,0,0,2,1
25,723,11,25,17,0
13,11,2,2,23,1
21,174,7,8,20,0
8,43,4,5,10,1
2,74,1,2,1,1
1,30,1,1,1,1
1,0,0,0,1,1
2,3,1,1,2,1
12,219,6,12,6,1
15,5,1,1,6,1
6,5,1,1,12,1
53,116,6,6,22,0
15,26,3,3,14,1
68,420,10,10,22,0
5,1,1,1,9,1
11,62,5,5,23,1
19,39,4,4,11,1
145,670,12,12,28,0
2,10,1,2,4,1
2,4,0,2,2,1
2,1,1,1,2,1
6,94,5,6,5,1
1,0,0,0,1,1
83,538,12,12,31,0
5,28,2,5,6,1
2,0,0,0,1,1
1,0,0,0,1,1
22,67,4,4,10,0
1,0,0,0,1,1
45,774,16,17,9,0
9,35,2,3,8,1
2,0,0,0,1,1
78,315,9,9,18,0
1,0,0,0,1,1
1,4,1,1,1,1
10,117,5,10,10,1
39,87,5,5,14,0
2,2,1,1,4,1
2,0,0,0,2,1
18,73,5,5,8,1
2,1,1,1,1,1
1,0,0,0,1,1
12,22,2,2,21,1
153,3153,28,28,28,0
2,0,0,0,1,1
23,46,4,4,11,0
64,1751,18,27,13,0
14,19,3,3,18,1
12,6,2,2,16,1
1,7,1,1,1,1
1,0,0,0,1,1
56,262,8,8,7,1
2,0,0,0,2,1
8,43,5,5,5,1
1,0,0,0,1,1
1,0,0,0,1,1
21,5,1,1,6,1
4,0,0,0,3,1
3,18,0,3,3,1
9,25,2,2,6,1
9,11,2,2,13,1
71,47,4,4,14,0
1,133,1,1,1,1
27,247,6,9,19,0
69,1345,20,20,14,0
2,0,0,0,2,1
3,0,0,0,5,1
81,899,18,18,21,0
2,0,0,0,2,1
1,0,0,0,1,1
1,1,1,1,1,1
9,60,5,6,3,1
3,24,0,3,3,1
1,10,1,1,1,1
2,0,0,0,1,1
23,43,3,3,6,1
4,22,2,4,3,1
40,386,10,10,26,0
70,393,8,8,13,0
2,1,1,1,1,1
14,125,7,8,6,1
4,7,2,2,4,1
50,48,3,3,17,0
5,338,4,5,9,1
1,3,1,1,1,1
10,45,3,4,3,1
33,482,8,14,14,0
1,0,0,0,1,1
19,238,5,12,14,1
1,1,1,1,1,1
2,10,0,2,1,1
2,0,0,0,2,1
30,257,8,8,9,0
108,1166,15,15,24,0
4,0,0,0,5,1
1,0,0,0,1,1
33,207,7,7,22,0
1,0,0,0,1,1
22,47,4,4,13,0
18,59,3,3,9,1
19,9,1,1,6,1
1,0,0,0,1,1
4,1,1,1,4,1
1,0,0,0,1,1
76,2233,17,29,23,0
3,6,2,2,4,1
5,14,2,2,4,1
23,138,7,7,7,1
3,7,2,2,5,1
13,50,4,4,8,1
16,23,3,3,8,1
4,240,3,4,2,1
48,61,4,4,18,0
55,6207,16,55,32,0
1,1,1,1,1,1
12,90,6,7,15,1
1,0,0,0,1,1
3,29,0,3,4,1
6,249,5,6,6,1
1,4,1,1,1,1
1,0,0,0,1,1
7,109,5,7,9,1
21,139,7,7,11,0
12,35,4,4,14,1
20,96,6,6,10,1
151,1919,20,20,35,0
2,0,0,0,1,1
16,310,6,16,21,1
6,13,3,3,6,1
2,0,0,0,1,1
6,12,2,2,10,1
26,29,3,3,9,0
3,0,0,0,1,1
6,0,0,0,6,1
5,23,2,4,3,1
10,9,2,2,5,1
10,31,3,3,6,1
5,4,1,1,5,1
10,19,2,2,7,1
1,0,0,0,1,1
6,78,3,6,10,1
5,2,1,1,4,1
2,0,0,0,1,1
2,0,0,0,3,1
55,310,8,8,24,0
58,177,7,7,11,0
10,21,1,2,5,1
8,22,2,2,5,1
1,0,0,0,1,1
230,1141,14,14,25,0
1,0,0,0,1,1
3,5,1,1,1,1
13,7,2,2,10,1
2,7,0,2,2,1
7,50,4,7,8,1
33,313,10,10,14,0
1,1,1,1,1,1
21,190,5,9,10,0
2,0,0,0,1,1
24,28,2,2,9,0
2,37,0,2,3,1
132,765,14,14,17,0
3,0,0,0,3,1
3,0,0,0,2,1
30,246,8,8,11,0
1,0,0,0,1,1
4,4,2,2,4,1
1,4,1,1,1,1
158,1992,19,19,39,0
55,2184,20,39,24,0
20,71,5,5,14,1
3,54,2,3,3,1
11,95,6,8,6,1
60,330,9,9,15,0
1,0,0,0,1,1
17,48,5,5,18,1
1,0,0,0,1,1
10,54,5,5,9,1
2,22,0,2,3,1
1,0,0,0,1,1
112,260,8,8,16,0
3,3,1,1,3,1
2,11,0,2,5,1
38,733,11,19,4,1
1,0,0,0,1,1
5,10,2,2,12,1
10,329,6,10,7,1
24,100,5,5,12,0
1,0,0,0,1,1
7,139,4,7,8,1
2,12,0,2,4,1
4,0,0,0,2,1
5,6,2,2,2,1
1,1,1,1,1,1
4,2,1,1,6,1
4,27,3,4,5,1
1,0,0,0,1,1
182,2074,25,25,11,0
13,26,3,3,5,1
1,0,0,0,1,1
1,0,0,0,1,1
78,539,13,13,13,0
3,1,1,1,2,1
14,2,1,1,7,1
2,5,1,2,2,1
13,214,7,13,16,1
5,30,2,5,6,1
71,414,9,9,29,0
5,37,3,5,6,1
7,2,1,1,9,1
17,371,9,17,14,1
14,11,2,2,6,1
50,258,7,7,15,0
37,583,13,15,19,0
27,27,3,3,17,0
1,2,1,1,1,1
11,32,2,2,9,1
2,0,0,0,1,1
7,5,1,1,7,1
13,31,3,3,14,1
50,226,6,6,17,0
11,181,2,11,10,1
18,127,4,7,11,1
2,0,0,0,1,1
1,0,0,0,1,1
320,8,1,1,3,1
2,0,0,0,3,1
12,319,6,12,10,1
3,73,2,3,4,1
8,10,2,2,6,1
4,181,0,4,4,1
2,14,1,2,2,1
7,9,2,2,5,1
5,25,3,5,8,1
5,9,2,2,7,1
1,0,0,0,1,1
31,907,10,29,27,0
2,2,1,1,1,1
118,763,14,14,29,0
32,55,4,4,24,0
28,3,1,1,8,1
9,281,6,9,6,1
3,0,0,0,16,1
3,3,1,1,1,1
3,4,1,1,1,1
6,2,1,1,3,1
51,516,8,10,22,0
35,41,3,3,12,0
4,12,1,3,4,1
1,0,0,0,1,1
4,16,2,4,3,1
1,1,1,1,1,1
6,133,4,6,6,1
37,299,11,11,17,0
1,0,0,0,1,1
21,101,7,7,13,0
5,0,0,0,3,1
3,12,2,3,4,1
44,176,9,9,15,0
5,3,1,1,4,1
7,29,4,4,11,1
2,0,0,0,2,1
2,60,0,2,1,1
115,3118,29,29,13,0
3,0,0,0,2,1
10,24,3,3,15,1
2,0,0,0,2,1
8,92,6,8,4,1
2,1,1,1,1,1
9,46,5,5,6,1
2,0,0,0,6,1
1,8,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
3,5,1,1,2,1
59,52,4,4,12,0
4,10,1,2,5,1
12,121,6,10,18,1
1,0,0,0,1,1
11,8,2,2,19,1
47,113,6,6,17,0
6,11,2,2,9,1
16,8,2,2,8,1
1,0,0,0,1,1
1,0,0,0,1,1
21,435,11,20,16,0
1,0,0,0,1,1
19,64,4,4,10,1
80,1126,18,18,22,0
11,93,5,8,8,1
1,3,1,1,1,1
8,19,2,2,13,1
1,0,0,0,1,1
1,31,1,1,1,1
18,24,3,3,10,1
3,7,1,2,12,1
1,0,0,0,1,1
5,8,2,2,8,1
2,1,1,1,1,1
92,372,10,10,12,0
1,0,0,0,1,1
1,0,0,0,1,1
3,23,0,3,2,1
3,5,2,2,3,1
1,24,1,1,1,1
1,0,0,0,1,1
3,2,1,1,2,1
18,46,3,3,9,1
1,0,0,0,1,1
8,13,1,1,15,1
34,431,11,12,11,0
2,1,1,1,1,1
26,100,5,5,12,0
1,21,1,1,1,1
1,4,1,1,1,1
1,1,1,1,1,1
4,9,2,2,7,1
3,1,1,1,3,1
1,5,1,1,1,1
10,224,5,10,10,1
17,27,3,3,9,1
25,161,8,8,12,0
9,184,6,9,7,1
1,4,1,1,1,1
12,69,6,6,9,1
1,2,1,1,1,1
1,0,0,0,1,1
5,5,2,2,4,1
1,0,0,0,1,1
6,705,0,6,3,1
11,5,1,1,6,1
29,9,2,2,7,1
11,56,5,5,8,1
7,25,3,3,17,1
1,2,1,1,1,1
10,14,3,3,13,1
10,35,3,3,7,1
24,80,4,4,9,0
3,6,1,2,3,1
2,2,1,1,1,1
25,834,8,25,16,0
1,1,1,1,1,1
11,14,2,2,8,1
4,8,2,2,2,1
48,451,12,12,18,0
12,61,4,5,6,1
127,743,13,13,26,0
6,11,2,2,14,1
4,1,1,1,3,1
1,0,0,0,1,1
3,0,0,0,2,1
7,54,3,7,13,1
10,31,3,3,12,1
3,14,2,3,3,1
54,194,6,6,17,0
2,0,0,0,1,1
8,3,1,1,5,1
16,20,2,2,9,1
11,195,5,11,6,1
1,0,0,0,1,1
9,18,2,2,8,1
1,0,0,0,1,1
2,3,1,1,8,1
1,44,1,1,1,1
4,5,2,2,5,1
9,3,1,1,4,1
2,0,0,0,1,1
18,26,3,3,14,1
8,76,4,8,11,1
33,71,4,4,19,0
15,25,2,2,8,1
8,66,5,8,6,1
1,0,0,0,1,1
1,0,0,0,1,1
19,49,4,4,11,1
4,19,2,4,2,1
1,0,0,0,1,1
4,11,1,2,2,1
2,0,0,0,2,1
43,202,7,7,21,0
29,81,4,4,17,0
4,1,1,1,3,1
1,0,0,0,1,1
2,2,1,1,3,1
31,408,8,13,18,0
2,0,0,0,1,1
2,1,1,1,1,1
64,58,4,4,17,0
21,45,4,4,10,0
39,160,7,7,26,0
4,13,2,3,2,1
33,187,7,7,9,0
30,198,8,8,21,0
1,0,0,0,1,1
2,9,1,2,1,1
7,14,2,2,18,1
2,0,0,0,1,1
4,2,1,1,5,1
4,36,2,4,4,1
2,0,0,0,2,1
3,8,1,2,3,1
1,0,0,0,1,1
2,1,1,1,1,1
26,146,6,6,16,0
57,462,11,11,18,0
48,146,7,7,18,0
27,102,6,6,16,0
1,0,0,0,1,1
13,123,6,9,8,1
1,0,0,0,1,1
128,1206,17,17,28,0
4,0,0,0,4,1
10,8,1,1,9,1
4,8,2,2,5,1
2,0,0,0,3,1
9,14,2,2,13,1
6,56,3,6,4,1
9,83,3,9,9,1
90,887,18,18,19,0
8,33,5,5,12,1
1,0,0,0,1,1
1,2,1,1,1,1
1,0,0,0,1,1
4,4,2,2,5,1
4,3,1,1,3,1
17,61,4,4,18,1
8,227,4,8,12,1
4,0,0,0,8,1
12,34,3,3,13,1
3,0,0,0,2,1
127,2406,18,18,31,0
17,21,3,3,8,1
26,225,8,8,13,0
101,1699,22,22,13,0
34,87,6,6,14,0
2,2,1,1,1,1
2,0,0,0,2,1
1,2,1,1,1,1
4,369,0,4,6,1
1,1,1,1,1,1
44,102,6,6,21,0
53,401,11,11,21,0
8,17,3,3,8,1
14,34,4,4,11,1
1,0,0,0,1,1
28,220,7,7,18,0
1,2,1,1,1,1
3,9,2,3,2,1
3,0,0,0,9,1
2,8,0,2,7,1
9,14,2,2,7,1
8,11,2,2,6,1
13,124,7,9,4,1
1,0,0,0,1,1
1,16,1,1,1,1
17,14,2,2,18,1
14,48,4,4,8,1
3,24,2,3,2,1
24,52,4,4,11,0
1,2,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
2,0,0,0,2,1
3,14,1,3,5,1
14,139,7,9,9,1
5,5,1,1,5,1
119,2873,27,27,32,0
24,26,3,3,19,0
7,129,4,7,6,1
2,0,0,0,2,1
56,2628,23,46,18,0
5,6,1,1,4,1
34,1396,12,34,25,0
4,7,2,2,4,1
5,2,1,1,4,1
1,5,1,1,1,1
8,5,1,1,4,1
20,53,5,5,6,1
5,7,1,1,5,1
11,15,2,2,13,1
32,497,10,15,11,0
1,1,1,1,1,1
1,0,0,0,1,1
7,115,4,7,4,1
4,7,2,2,7,1
3,15,0,3,4,1
23,2316,9,23,26,0
7,61,3,7,7,1
5,27,3,5,4,1
1,0,0,0,1,1
9,193,6,9,9,1
1,3,1,1,1,1
1,0,0,0,1,1
26,171,7,7,15,0
91,1433,19,19,24,0
31,50,4,4,16,0
1,0,0,0,1,1
3,0,0,0,5,1
5,23,3,4,4,1
3,1,1,1,3,1
18,220,4,12,17,1
20,207,8,10,16,1
60,172,6,6,23,0
1,0,0,0,1,1
38,53,4,4,18,0
28,64,4,4,23,0
18,217,9,12,8,1
1,0,0,0,1,1
30,43,4,4,10,0
1,1,1,1,1,1
12,23,2,2,5,1
6,15,2,2,17,1
22,149,7,7,21,0
3,6,1,2,1,1
29,590,14,20,12,0
2,5,1,2,5,1
15,41,4,4,10,1
6,38,4,6,7,1
31,217,6,7,20,0
3,16,2,3,3,1
1,0,0,0,1,1
4,16,3,4,5,1
29,411,11,14,9,0
60,129,6,6,31,0
1,0,0,0,1,1
10,14,2,2,12,1
7,5,1,1,2,1
23,89,5,5,12,0
2,1,1,1,3,1
13,38,3,3,7,1
121,1272,17,17,37,0
84,312,9,9,19,0
1,0,0,0,1,1
4,9,2,2,2,1
8,35,4,4,9,1
13,520,7,13,5,1
18,91,6,6,9,1
38,224,7,7,19,0
3,1,1,1,5,1
2,50,0,2,3,1
88,604,14,14,24,0
6,104,4,6,11,1
1,0,0,0,1,1
28,108,6,6,9,0
44,577,13,13,9,0
2,0,0,0,1,1
1,3,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
89,1509,21,21,25,0
3,1,1,1,1,1
33,205,7,7,16,0
39,224,9,9,12,0
26,151,7,7,12,0
401,1545,17,17,22,0
2,0,0,0,2,1
9,319,6,9,10,1
9,20,3,3,12,1
78,576,14,14,17,0
2,0,0,0,2,1
1,11,1,1,1,1
23,457,11,19,12,0
10,14,2,2,4,1
144,3041,30,30,23,0
1,0,0,0,1,1
13,77,6,6,13,1
26,538,10,20,14,0
1,5,1,1,1,1
24,12,2,2,14,0
1,1,1,1,1,1
1,0,0,0,1,1
2,4,1,2,3,1
1,4,1,1,1,1
13,13,3,3,10,1
9,79,5,8,10,1
1,0,0,0,1,1
5,5,1,1,8,1
1,4,1,1,1,1
2,4,0,2,1,1
57,581,7,10,22,0
33,82,5,5,16,0
4,24,3,4,1,1
88,403,10,10,21,0
18,44,4,4,10,1
5,11,1,2,7,1
126,2737,27,27,20,0
21,253,6,12,9,0
1,0,0,0,1,1
43,61,4,4,7,1
14,297,7,14,8,1
6,14,2,2,4,1
175,3701,30,30,28,0
27,120,6,6,16,0
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
92,554,13,13,19,0
3,4,2,2,6,1
1,0,0,0,1,1
50,2162,20,43,20,0
1,0,0,0,1,1
14,91,3,6,8,1
10,4,2,2,13,1
3,4,1,1,2,1
100,1787,21,21,25,0
62,1653,19,26,15,0
7,19,2,2,6,1
15,7,2,2,10,1
21,40,3,3,9,0
62,897,15,15,18,0
16,75,5,5,6,1
2,3,1,1,2,1
7,3,1,1,10,1
2,0,0,0,1,1
1,0,0,0,1,1
89,583,13,13,21,0
7,5,2,2,3,1
19,58,4,4,12,1
1,2,1,1,1,1
3,43,0,3,4,1
1,0,0,0,1,1
3,0,0,0,2,1
3,3,1,1,3,1
1,12,1,1,1,1
20,107,6,6,17,1
6,2,1,1,3,1
3,435,0,3,6,1
1,0,0,0,1,1
1,1,1,1,1,1
1,0,0,0,1,1
2,0,0,0,3,1
1,6,1,1,1,1
30,174,5,5,18,0
1,0,0,0,1,1
2,0,0,0,7,1
4,16,2,4,8,1
3,0,0,0,4,1
9,1,1,1,10,1
1,1,1,1,1,1
6,20,2,3,7,1
1,8,1,1,1,1
8,0,0,0,3,1
1,0,0,0,1,1
11,27,2,2,15,1
17,29,3,3,26,1
50,217,8,8,23,0
4,0,0,0,5,1
14,23,2,2,12,1
238,1869,21,21,27,0
1,6,1,1,1,1
7,7,1,1,3,1
3,0,0,0,2,1
38,313,8,8,13,0
4,56,3,4,3,1
21,37,3,3,10,0
7,635,0,7,7,1
4,22,2,4,8,1
10,12,2,2,12,1
1,0,0,0,1,1
4,4,2,2,3,1
3,32,2,3,5,1
1,0,0,0,1,1
62,397,8,8,14,0
13,47,4,4,9,1
11,57,5,5,12,1
2,2,1,1,1,1
1,3,1,1,1,1
112,475,11,11,24,0
24,278,4,11,24,0
49,153,5,5,14,0
1,0,0,0,1,1
2,5,1,2,2,1
26,211,8,8,10,0
2,0,0,0,4,1
2,18,0,2,2,1
32,133,7,7,16,0
8,75,4,8,4,1
91,1084,16,16,30,0
3,2,1,1,2,1
47,566,10,12,27,0
1,1,1,1,1,1
136,7,1,1,14,0
2,0,0,0,5,1
5,3,1,1,4,1
3,14,1,3,5,1
31,22,2,2,9,0
1,4,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
16,100,5,6,10,1
1,0,0,0,1,1
6,25,3,4,7,1
1,1,1,1,1,1
1,0,0,0,1,1
35,40,3,3,12,0
1,4,1,1,1,1
1,0,0,0,1,1
34,120,6,6,10,0
2,0,0,0,2,1
26,94,5,5,10,0
6,12,2,2,7,1
14,90,4,6,6,1
1,0,0,0,1,1
2,0,0,0,2,1
1,0,0,0,1,1
1,0,0,0,1,1
11,28,3,3,8,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
30,175,7,7,15,0
91,598,13,13,18,0
1,1,1,1,1,1
1,0,0,0,1,1
2,4,1,2,3,1
11,31,3,3,8,1
6,16,2,2,12,1
23,80,4,4,10,0
16,74,6,6,8,1
83,1895,22,22,12,0
1,4,1,1,1,1
1,2,1,1,1,1
31,29,2,2,7,1
1,0,0,0,1,1
1,6,1,1,1,1
35,213,10,10,26,0
2,0,0,0,2,1
6,19,3,3,5,1
2,8,1,2,2,1
6,23,3,3,4,1
1,0,0,0,1,1
2,0,0,0,7,1
2,6,0,2,3,1
6,7,2,2,3,1
65,2710,18,41,35,0
42,255,8,8,32,0
1,0,0,0,1,1
31,203,8,8,28,0
3,0,0,0,1,1
18,74,6,6,10,1
42,59,4,4,7,1
1,0,0,0,1,1
3,3,1,1,5,1
14,347,5,14,12,1
38,369,11,11,12,0
18,30,3,3,10,1
23,45,4,4,14,0
3,6,1,2,5,1
2,8,1,2,2,1
25,31,3,3,21,0
8,72,4,8,15,1
63,400,11,11,21,0
2,0,0,0,5,1
14,18,3,3,27,1
1,0,0,0,1,1
109,456,10,10,28,0
6,3,1,1,4,1
78,332,9,9,17,0
84,411,11,11,20,0
21,89,4,4,13,0
42,626,12,14,14,0
6,23,3,3,5,1
33,62,3,3,20,0
4,8,1,2,10,1
1,4,1,1,1,1
12,95,4,7,9,1
185,2354,24,24,15,0
1,0,0,0,1,1
1,2,1,1,1,1
1,0,0,0,1,1
9,69,3,7,10,1
7,26,3,3,7,1
1,0,0,0,1,1
4,47,3,4,5,1
4,7,2,2,5,1
2,4,1,2,4,1
7,17,3,3,5,1
4,0,0,0,4,1
43,184,8,8,10,0
63,251,8,8,24,0
5,6,1,1,7,1
29,51,4,4,13,0
1,7,1,1,1,1
14,39,3,3,16,1
22,32,3,3,11,0
65,1042,17,17,11,0
10,28,3,3,10,1
11,70,5,6,11,1
1,62,1,1,1,1
10,6,2,2,11,1
135,1830,23,23,15,0
4,27,3,4,4,1
2,15,0,2,5,1
1,1,1,1,1,1
4,1,1,1,6,1
24,777,7,24,22,0
3,0,0,0,3,1
1,0,0,0,1,1
1,1,1,1,1,1
8,388,7,8,7,1
103,237,7,7,12,0
1,0,0,0,1,1
41,519,10,12,9,0
25,81,4,4,8,1
